index ,restaurant_id ,list_position ,total_available_restaurants ,estimate_delivery_time ,menu_category   ,star_rating ,purchasers
15384,1445,4,4,20,indian          ,            ,36
17581,2822,14,14,25,indian          ,            ,63
17701,595,24,24,45,italian         ,            ,40
21161,2568,21,55,25,italian         ,            ,60
5644,2042,1,30,20,american        ,          4 ,56
18461,561,18,19,20,american        ,            ,30
3676,702,19,42,45,japanese        ,          5 ,35
15451,619,8,24,30,italian         ,            ,54
17349,70,4,6,20,american        ,            ,35
13764,2922,57,57,20,italian         ,            ,45
6750,1627,7,11,15,indian          ,            ,80
121,839,2,15,10,japanese        ,          5 ,56
6795,475,52,53,15,indian          ,            ,45
22460,473,18,22,45,american        ,          5 ,30
5580,2483,27,29,25,indian          ,          5 ,49
13684,1855,28,28,25,indian          ,            ,48
329,317,43,65,20,european        ,          5 ,81
4711,2881,3,13,10,thai            ,          4 ,40
19666,2045,5,46,10,american        ,          4 ,30
2371,1939,3,34,15,mexican         ,          4 ,35
5523,1756,6,16,15,indian          ,          4 ,63
2545,1393,27,29,15,mexican         ,            ,42
15792,1978,9,18,20,indian          ,            ,90
11078,400,46,76,20,thai            ,            ,35
23558,2148,30,61,20,indian          ,          4 ,30
10872,2129,1,18,15,american        ,          4 ,84
18563,1900,28,39,25,italian         ,            ,45
4899,2610,17,17,30,indian          ,            ,49
5154,2941,3,3,30,american        ,            ,40
1210,2480,19,27,25,pizza           ,            ,136
13363,2609,13,34,20,pizza           ,          4 ,72
20762,632,12,22,35,italian         ,          4 ,45
13069,2375,9,21,15,american        ,          4 ,36
27864,154,24,29,35,indian          ,          4 ,54
3124,2609,3,19,20,pizza           ,          4 ,48
79,1352,2,28,15,american        ,          4 ,45
20686,2782,8,38,35,indian          ,          4 ,30
26840,1748,1,7,15,american        ,          5 ,56
13013,643,28,61,30,turkish         ,            ,36
27247,2501,54,58,20,american        ,            ,42
9138,1814,17,20,25,italian         ,          4 ,60
26978,2065,20,24,20,american        ,          3 ,48
25787,2026,50,68,35,indian          ,            ,42
20874,159,4,13,20,italian         ,            ,35
26629,2600,14,18,30,italian         ,            ,35
22188,8,19,22,35,indian          ,            ,49
23169,2470,30,37,20,indian          ,            ,48
17946,2420,3,25,20,german          ,          5 ,40
4870,1305,28,38,25,japanese        ,            ,36
15606,2828,25,25,40,italian         ,            ,56
14486,1696,28,35,20,american        ,          4 ,36
6214,1744,4,19,20,italian         ,          3 ,54
20826,2535,18,24,40,american        ,          4 ,42
1783,974,31,33,20,american        ,          5 ,30
6986,2630,27,30,35,american        ,            ,40
13276,2481,1,3,30,indian          ,            ,90
17480,690,42,69,45,american        ,            ,42
5545,2420,1,11,10,german          ,          5 ,56
1947,621,4,44,10,japanese        ,          4 ,96
27434,845,7,29,10,italian         ,          5 ,45
26338,886,2,26,10,mexican         ,          4 ,48
17062,837,5,22,20,american        ,          5 ,40
24055,1306,8,29,10,japanese        ,          5 ,36
6790,2569,38,54,40,italian         ,            ,35
1393,2204,1,5,10,japanese        ,          5 ,40
10662,2411,4,16,15,american        ,          4 ,45
17137,1111,14,27,20,italian         ,          5 ,40
28216,2545,1,1,30,pizza           ,            ,30
6695,2461,12,23,20,italian         ,          4 ,56
11981,2586,16,20,30,indian          ,            ,210
3216,2922,48,48,10,italian         ,            ,66
8990,1572,20,34,25,italian         ,            ,54
12405,1355,3,30,15,american        ,          4 ,42
9970,1736,20,30,20,italian         ,          5 ,48
12306,2866,13,17,30,pizza           ,            ,30
1771,1890,8,10,25,mexican         ,            ,42
20995,1977,44,55,10,italian         ,            ,56
23524,2281,2,8,10,italian         ,            ,40
10913,959,9,12,30,american        ,          5 ,45
11676,2384,14,14,30,american        ,            ,80
3023,663,6,14,25,italian         ,            ,56
5402,915,1,66,10,mexican         ,          4 ,30
7857,1826,5,7,10,indian          ,            ,48
10101,2234,41,46,25,indian          ,            ,30
6876,1328,26,28,15,mexican         ,            ,42
21328,885,8,10,10,mexican         ,            ,40
13957,16,14,14,45,indian          ,            ,30
4620,1642,12,18,20,italian         ,            ,49
23233,1535,8,41,35,japanese        ,          4 ,99
8720,2759,40,44,35,american        ,            ,54
8559,2764,24,25,40,italian         ,            ,171
24810,442,50,55,10,italian         ,            ,30
14291,983,1,12,15,american        ,          4 ,35
12517,698,10,47,20,american        ,          4 ,88
7969,2131,2,18,20,american        ,          3 ,45
12455,854,5,13,15,italian         ,          4 ,56
10653,1131,1,77,10,american        ,          4 ,98
6826,869,10,13,15,italian         ,            ,84
10112,78,4,42,20,american        ,          4 ,42
17086,1764,4,14,10,indian          ,            ,42
26590,1332,43,59,20,italian         ,          5 ,45
8160,1305,34,40,25,japanese        ,            ,56
22062,2023,0,12,15,american        ,          5 ,45
4424,3038,4,16,15,american        ,          4 ,48
12160,2068,28,36,10,italian         ,            ,35
6863,855,14,24,10,italian         ,            ,45
6987,2838,57,58,30,indian          ,            ,30
9491,1755,27,43,10,japanese        ,          5 ,45
15848,438,14,18,20,italian         ,            ,63
26179,2433,12,13,20,pizza           ,            ,54
7283,985,35,45,20,indian          ,            ,54
2927,2516,6,9,30,pizza           ,            ,42
9826,1346,4,22,15,american        ,          5 ,81
9480,1542,3,30,10,american        ,          5 ,162
8734,3016,1,11,20,american        ,          4 ,35
24803,2470,27,31,20,indian          ,            ,42
18813,2143,12,18,20,italian         ,            ,54
16875,95,12,30,30,indian          ,          5 ,36
2014,1322,5,20,20,american        ,          5 ,63
24464,390,61,77,25,italian         ,            ,36
5678,2496,0,4,30,pizza           ,          4 ,40
948,1261,4,8,20,italian         ,          5 ,40
21450,26,46,48,40,american        ,            ,48
2148,152,8,38,10,italian         ,          4 ,42
8789,607,10,30,15,indian          ,            ,30
19090,2529,5,9,20,turkish         ,          1 ,45
7130,1870,2,24,20,american        ,          4 ,64
22000,2559,25,29,20,american        ,            ,42
24381,1029,6,24,15,italian         ,            ,35
9700,2803,11,17,20,italian         ,          3 ,48
22903,1532,14,30,15,italian         ,          5 ,30
10956,2162,3,10,15,indian          ,          5 ,35
6842,2616,17,29,25,italian         ,            ,64
17195,1244,3,8,10,italian         ,          2 ,49
27505,973,14,40,20,american        ,          3 ,30
16697,894,47,47,20,italian         ,            ,30
2074,2496,1,7,30,pizza           ,          4 ,42
9731,1035,9,59,15,thai            ,          5 ,40
24781,975,13,15,20,american        ,          5 ,63
24456,1550,1,3,20,indian          ,          5 ,49
7735,1780,87,88,10,italian         ,          5 ,30
886,1642,35,55,20,italian         ,            ,40
18175,1001,5,28,15,thai            ,          5 ,40
11335,2461,10,18,25,italian         ,          4 ,112
14622,1511,3,13,10,american        ,            ,35
15333,1783,6,30,15,american        ,          3 ,30
7330,2289,11,22,15,thai            ,          5 ,42
10201,1383,49,54,20,american        ,            ,153
19839,2084,4,14,10,lebanese        ,          5 ,35
3896,2695,18,22,10,american        ,          1 ,36
26274,2286,35,35,20,indian          ,            ,42
21841,259,10,14,30,italian         ,            ,40
27400,488,10,18,20,italian         ,          3 ,60
23998,992,0,29,15,american        ,          3 ,35
8250,2725,45,53,25,italian         ,            ,120
25067,1903,2,32,10,japanese        ,          5 ,48
18030,18,16,68,10,american        ,          2 ,30
8013,2694,13,15,20,indian          ,            ,64
28019,2495,5,14,20,pizza           ,          5 ,48
10592,2354,8,24,15,italian         ,            ,72
24222,1811,44,46,30,american        ,            ,30
21971,1630,63,80,15,italian         ,          5 ,42
22452,592,18,19,20,italian         ,            ,96
1469,2731,14,22,20,indian          ,          5 ,42
16855,275,31,48,40,italian         ,          5 ,42
10551,84,25,34,20,asian           ,            ,48
2723,2567,15,18,30,italian         ,            ,35
5420,2691,4,25,10,american        ,          3 ,72
26686,1279,40,68,15,indian          ,          5 ,30
17549,2784,35,56,40,indian          ,            ,35
27238,1040,3,4,15,thai            ,          3 ,42
26296,2454,35,56,20,indian          ,            ,168
12674,2615,22,83,10,japanese        ,          5 ,54
6042,1972,0,17,10,american        ,          4 ,63
12062,2647,9,16,30,american        ,          5 ,64
14589,371,5,45,15,japanese        ,          5 ,45
27941,3028,1,4,20,mexican         ,          5 ,40
18636,671,2,2,25,italian         ,          5 ,35
2162,926,5,22,15,italian         ,            ,35
16926,1768,1,56,15,american        ,          5 ,42
9248,2926,34,34,15,italian         ,          5 ,80
25415,433,20,26,10,italian         ,            ,30
24613,353,33,39,10,american        ,            ,72
13893,571,32,34,30,italian         ,            ,35
15734,2519,7,8,25,italian         ,            ,42
10117,2654,19,20,30,indian          ,            ,120
7266,1260,23,37,15,italian         ,            ,42
24757,2258,34,35,15,american        ,            ,45
17460,1863,11,30,15,thai            ,          5 ,56
9308,1389,2,19,20,japanese        ,          5 ,54
3937,7,39,40,25,asian           ,            ,40
11726,2525,4,8,25,european        ,            ,54
26337,2014,10,59,15,indian          ,          4 ,40
15044,278,33,53,30,italian         ,            ,49
4208,2052,25,52,10,italian         ,          5 ,35
14034,1588,14,17,20,indian          ,            ,49
2150,1513,16,26,20,greek           ,            ,35
20753,1285,7,26,10,thai            ,          5 ,30
75,1131,0,38,15,american        ,          4 ,54
22876,284,47,59,15,italian         ,          5 ,42
4017,1804,1,10,15,american        ,          4 ,72
21780,201,8,17,20,pizza           ,          4 ,45
13042,1370,4,32,15,japanese        ,          4 ,48
14596,844,2,30,20,japanese        ,          5 ,45
3933,775,14,39,10,thai            ,          2 ,45
14671,1008,2,39,20,american        ,          4 ,48
21675,2810,12,39,25,thai            ,          4 ,54
21904,1389,0,9,15,japanese        ,          5 ,45
15503,1784,0,11,20,american        ,          4 ,45
2510,2102,10,20,20,italian         ,          5 ,64
7282,2045,0,10,15,american        ,          4 ,40
9245,1754,10,16,15,mexican         ,            ,63
26495,2252,7,11,20,american        ,            ,84
4068,136,31,35,15,american        ,            ,56
13101,1108,6,17,10,italian         ,          4 ,30
3146,2681,14,16,45,american        ,            ,42
25156,2880,4,19,20,japanese        ,          5 ,42
17514,1654,9,9,10,greek           ,            ,30
8698,2883,30,30,50,indian          ,            ,35
5132,1890,14,20,30,mexican         ,            ,36
16925,2605,6,22,15,american        ,          5 ,35
7397,1371,4,45,20,japanese        ,          4 ,72
21442,299,18,23,15,italian         ,            ,30
11561,851,18,29,20,indian          ,          4 ,45
17139,1613,14,29,10,indian          ,            ,45
28237,77,63,64,30,italian         ,            ,45
23963,1094,10,22,20,american        ,          3 ,40
24933,2890,6,15,20,italian         ,          5 ,42
2543,1148,10,15,10,turkish         ,            ,144
6074,1247,4,9,20,thai            ,          4 ,54
21534,1131,1,47,15,american        ,          4 ,49
238,2718,10,14,20,turkish         ,          2 ,42
16485,2218,2,26,10,american        ,          5 ,200
24248,336,2,3,15,italian         ,          4 ,90
22797,1305,13,18,20,japanese        ,            ,84
5193,1274,13,13,15,italian         ,            ,48
4767,130,24,26,20,italian         ,            ,360
1621,342,33,33,35,indian          ,            ,54
8794,2599,41,42,45,american        ,            ,49
